acceleration,author_author_img,author_description,author_image_url,author_influence_level,author_name,author_nick,author_topsy_author_url,author_type,author_url,firstpost_date,highlight,influential,metrics,momentum,peak,score,title,trackback_date,trackback_total,type,url
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1769732617/octo_normal.jpg,"Husband, Dad to precocious 9yro, Marine Biologist, Grad Student, blogger in Mystic. Love sea chanteys, larval forms, inverts, deep sea, mangroves, GIS, Design",http://a0.twimg.com/profile_images/1769732617/octo_normal.jpg,8,Eric Heupel,eclecticechoes,http://topsy.com/twitter/eclecticechoes?utm_source=otter,twitter,http://twitter.com/eclecticechoes,"Aug 06, 2012 23:05 (UTC)",. @MiriamGoldsteâ€™s talking about her great research at #ESA2012 on insects that skate on the sea &amp; lay eggs on plastic http://t.co/5e86nw26,0,,0,0,8.66289,. @MiriamGoldsteâ€™s talking about her great research at #ESA2012 on insects that skate on the sea &amp; lay eggs on plastic http://t.co/5e86nw26,"Aug 06, 2012 23:05 (UTC)",1,tweet,http://twitter.com/eclecticechoes/status/232613383185252353
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1766229376/image1326978194_normal.png,"I make my home and garden in Flatbush, Brooklyn (USDA Hardiness Zone 7a/6b, AHS Heat Zone 5).",http://a0.twimg.com/profile_images/1766229376/image1326978194_normal.png,7,Flatbush Gardener,xrisfg,http://topsy.com/twitter/xrisfg?utm_source=otter,twitter,http://twitter.com/xrisfg,"Aug 06, 2012 12:13 (UTC)",#BiodiverCity: Cities and Biodiversity Outlook has 10 key messages: http://t.co/49icfvV0 #ESA2012 #urbanecology,0,,0,0,8.66338,#BiodiverCity: Cities and Biodiversity Outlook has 10 key messages: http://t.co/49icfvV0 #ESA2012 #urbanecology,"Aug 06, 2012 12:13 (UTC)",1,tweet,http://twitter.com/xrisfg/status/232449404597071874
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 08, 2012 13:48 (UTC)","#science MT @cbo_assessment: Of worldâ€™s total known species, &gt;20% of birds &amp; 5% of plants occur in cities. http://t.co/vHhPMBnV #ESA2012",0,,0,0,8.66606,"#science MT @cbo_assessment: Of worldâ€™s total known species, &gt;20% of birds &amp; 5% of plants occur in cities. http://t.co/vHhPMBnV #ESA2012","Aug 08, 2012 13:48 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233197942591348736
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1100792393/_MG_8174_normal.jpg,"Biologist & Hip-Hop Maven: Urban Ecology, Evolution, STEM Diversity, Science Outreach",http://a0.twimg.com/profile_images/1100792393/_MG_8174_normal.jpg,7,DNLee,dnlee5,http://topsy.com/twitter/dnlee5?utm_source=otter,twitter,http://twitter.com/dnlee5,"Aug 05, 2012 04:54 (UTC)",NICE!! RT @Dr_Bik: Photo: Is this Pabst Blue Ribbon hipster instagranmed enough for you? #esa2012 http://t.co/IcBJ8EsGâ€ù,0,,0,0,8.66652,NICE!! RT @Dr_Bik: Photo: Is this Pabst Blue Ribbon hipster instagranmed enough for you? #esa2012 http://t.co/IcBJ8EsGâ€ù,"Aug 05, 2012 04:54 (UTC)",1,tweet,http://twitter.com/dnlee5/status/231976487622963200
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1278320972/headshot4_normal.jpg,"Marine scientist by training, now at Cal Digital Library getting scientist input on an Excel add-in that will make data management, sharing, & archiving  easy. ",http://a0.twimg.com/profile_images/1278320972/headshot4_normal.jpg,0,Carly Strasser,carlystrasser,http://topsy.com/twitter/carlystrasser?utm_source=otter,twitter,http://twitter.com/carlystrasser,"Aug 08, 2012 22:36 (UTC)",.@DRobcito gets a shout-out in Terry Chapin&#39;s talk! #ESA2012,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,12,8.66804,.@DRobcito gets a shout-out in Terry Chapin&#39;s talk! #ESA2012,"Aug 09, 2012 19:12 (UTC)",3,tweet,http://twitter.com/carlystrasser/status/233330827604414464
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/484311243/peru_josh_normal.jpg,"Counselor at Law, Resilience Theory & Design, Biomimicry",http://a0.twimg.com/profile_images/484311243/peru_josh_normal.jpg,6,JoshStack,joshstack,http://topsy.com/twitter/joshstack?utm_source=otter,twitter,http://twitter.com/joshstack,"Aug 10, 2012 18:29 (UTC)",Wallach: Letnic http://t.co/h9vRiR0v found that keeping dingoes around increases biodiversity. #ESA2012,0,,0,0,8.67112,Wallach: Letnic http://t.co/h9vRiR0v found that keeping dingoes around increases biodiversity. #ESA2012,"Aug 10, 2012 18:29 (UTC)",1,tweet,http://twitter.com/joshstack/status/233993476000342016
57,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,"Marine biologist researching plankton and plastic in the North Pacific Gyre, science communicator, blogger at #DeepSN, and general enthusiast.",http://a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,0,Miriam Goldstein,miriamgoldste,http://topsy.com/twitter/miriamgoldste?utm_source=otter,twitter,http://twitter.com/miriamgoldste,"Aug 08, 2012 20:43 (UTC)",Another trend in natural history decline: consolidation of collections. Number of herbaria in US/Europe decline since 1990. #ESA2012,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,13,8.67491,Another trend in natural history decline: consolidation of collections. Number of herbaria in US/Europe decline since 1990. #ESA2012,"Aug 08, 2012 20:43 (UTC)",3,tweet,http://twitter.com/miriamgoldste/status/233302416215400449
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2479256410/8dbckzp26paca5328wy3_normal.jpeg,"Passing on information about the history, cultures and archaeology of the Great Lakes, USA/Canada",http://a0.twimg.com/profile_images/2479256410/8dbckzp26paca5328wy3_normal.jpeg,7,Megan McCullen,glethnohistory,http://topsy.com/twitter/glethnohistory?utm_source=otter,twitter,http://twitter.com/glethnohistory,"Aug 06, 2012 20:12 (UTC)",@despard RT @labroides If you&#39;re looking for Data Management Plan requirements for UK/EU funding check here http://t.co/HCgdHxiH #ESA2012,0,,0,0,8.67501,@despard RT @labroides If you&#39;re looking for Data Management Plan requirements for UK/EU funding check here http://t.co/HCgdHxiH #ESA2012,"Aug 06, 2012 20:12 (UTC)",1,tweet,http://twitter.com/glethnohistory/status/232569779033104384
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/254166654/podium_normal.jpg,"Collecting posts from around the twittersphere regarding workshops, conferences, summits, and seminars",http://a0.twimg.com/profile_images/254166654/podium_normal.jpg,8,Workshop Talk,workshoptalk,http://topsy.com/twitter/workshoptalk?utm_source=otter,twitter,http://twitter.com/workshoptalk,"Jul 30, 2012 02:29 (UTC)",RT @JChrisPires RT @ethanwhite: One day workshop on Python for Ecology at #ESA2012 http://t.co/YhiEXrae. Learn a... http://t.co/1kZxh1nX,0,,0,0,8.67953,RT @JChrisPires RT @ethanwhite: One day workshop on Python for Ecology at #ESA2012 http://t.co/YhiEXrae. Learn a... http://t.co/1kZxh1nX,"Jul 30, 2012 02:29 (UTC)",1,tweet,http://twitter.com/workshoptalk/status/229765578498387968
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 09, 2012 13:44 (UTC)",RT @jchrispires: Global Groundwater Use Outpaces Supply. #water #ESA2012 #environment http://t.co/YkhILzvn,0,,0,0,8.68036,RT @jchrispires: Global Groundwater Use Outpaces Supply. #water #ESA2012 #environment http://t.co/YkhILzvn,"Aug 09, 2012 13:44 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233559347093991425
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 10, 2012 13:34 (UTC)",RT @JChrisPires: Global Groundwater Use Outpaces Supply. #water #ESA2012 #environment http://t.co/YkhILzvn,0,,0,0,8.68036,RT @JChrisPires: Global Groundwater Use Outpaces Supply. #water #ESA2012 #environment http://t.co/YkhILzvn,"Aug 10, 2012 13:34 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233919318264537088
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1100792393/_MG_8174_normal.jpg,"Biologist & Hip-Hop Maven: Urban Ecology, Evolution, STEM Diversity, Science Outreach",http://a0.twimg.com/profile_images/1100792393/_MG_8174_normal.jpg,7,DNLee,dnlee5,http://topsy.com/twitter/dnlee5?utm_source=otter,twitter,http://twitter.com/dnlee5,"Aug 04, 2012 18:13 (UTC)",Citizens can monitor changes in phenology - Check out US Phenology Network to participate http://t.co/i09enbXi #PPSR2012 #ESA2012,0,,0,0,8.68208,Citizens can monitor changes in phenology - Check out US Phenology Network to participate http://t.co/i09enbXi #PPSR2012 #ESA2012,"Aug 04, 2012 18:13 (UTC)",1,tweet,http://twitter.com/dnlee5/status/231815148434776066
37,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1627407398/W_normal.jpg,The Office of News and Information is the port of entry for journalists who need information about the University of Washington.,http://a0.twimg.com/profile_images/1627407398/W_normal.jpg,6,UW News,uwnews,http://topsy.com/twitter/uwnews?utm_source=otter,twitter,http://twitter.com/uwnews,"Aug 02, 2012 20:16 (UTC)","Bears, scavengers count on all-you-can-eat salmon buffet lasting for months: http://t.co/XwoHJ53k  #ESA2012, cc: @UW_CoEnv",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,19,8.68253,"Bears, scavengers count on all-you-can-eat salmon buffet lasting for months: http://t.co/XwoHJ53k  #ESA2012, cc: @UW_CoEnv","Aug 02, 2012 20:16 (UTC)",4,tweet,http://twitter.com/uwnews/status/231121398591025153
54,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1277077762/DW_normal.jpg,"I'm the Technical Coordinator for Project Budburst and an Educational Technologist with the National Ecological Observatory Network (NEON) in Boulder, CO. ",http://a0.twimg.com/profile_images/1277077762/DW_normal.jpg,0,Dennis Ward,pbbdennis,http://topsy.com/twitter/pbbdennis?utm_source=otter,twitter,http://twitter.com/pbbdennis,"Aug 07, 2012 19:21 (UTC)",Data Sharing workshop-- 20+ Ecologists and zero ppt slides.  #esa2012,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,14,8.68451,Data Sharing workshop-- 20+ Ecologists and zero ppt slides.  #esa2012,"Aug 07, 2012 19:21 (UTC)",3,tweet,http://twitter.com/pbbdennis/status/232919287768174593
64,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/77625576/esa_normal.jpg,"The Ecological Society of America is a nonprofit organization founded in 1915. Check back for updates on membership, meetings, blogs, podcasts, and more!",http://a0.twimg.com/profile_images/77625576/esa_normal.jpg,0,Ecological Society,esa_org,http://topsy.com/twitter/esa_org?utm_source=otter,twitter,http://twitter.com/esa_org,"Aug 10, 2012 02:28 (UTC)",Join us for the last day of #ESA2012 tomorrow morning! Registration 7 am - noon; Talks 8-11:30 am; Latebreaking posters 8:30-10:30 am.,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,11,8.68726,Join us for the last day of #ESA2012 tomorrow morning! Registration 7 am - noon; Talks 8-11:30 am; Latebreaking posters 8:30-10:30 am.,"Aug 10, 2012 02:30 (UTC)",3,tweet,http://twitter.com/esa_org/status/233751660814532608
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 09, 2012 17:55 (UTC)","Peter Raven, head of DIVERSITAS: the world needs ecologists to package what we produce so that it will lead to action. #ESA2012",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,12,8.69039,"Peter Raven, head of DIVERSITAS: the world needs ecologists to package what we produce so that it will lead to action. #ESA2012","Aug 09, 2012 18:11 (UTC)",3,tweet,http://twitter.com/jenedavison/status/233622580542701568
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 09, 2012 15:34 (UTC)",RT @talksciencetome: Blog on M.Neff&#39;s talk on scientists as policymakers and 4 camps in ecology http://t.co/qXKxFE3l #ESA2012,0,,0,0,8.69804,RT @talksciencetome: Blog on M.Neff&#39;s talk on scientists as policymakers and 4 camps in ecology http://t.co/qXKxFE3l #ESA2012,"Aug 09, 2012 15:34 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233587102074433538
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1554840373/TwitterAvatar__2__normal.jpg,Discovering the marvels of the natural world.,http://a0.twimg.com/profile_images/1554840373/TwitterAvatar__2__normal.jpg,6,Ivan Kwan,varanussalvator,http://topsy.com/twitter/varanussalvator?utm_source=otter,twitter,http://twitter.com/varanussalvator,"Aug 07, 2012 18:04 (UTC)",RT @edyong209 Numbers trump genetic diversity in survival stakes. My first #ESA2012 story for @naturenews http://t.co/AjsJmXjE,0,,0,0,8.69911,RT @edyong209 Numbers trump genetic diversity in survival stakes. My first #ESA2012 story for @naturenews http://t.co/AjsJmXjE,"Aug 07, 2012 18:04 (UTC)",1,tweet,http://twitter.com/varanussalvator/status/232900154234122241
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 10, 2012 16:34 (UTC)",M-V.Johnson: Present science to legislators geographically! http://t.co/2JI1S4ex Love those #maps! #ESA2012 #mapping #sciencepolicy,0,,0,0,8.70377,M-V.Johnson: Present science to legislators geographically! http://t.co/2JI1S4ex Love those #maps! #ESA2012 #mapping #sciencepolicy,"Aug 10, 2012 16:34 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233964608577232896
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 14, 2012 22:26 (UTC)",@jenedavison Although this post-hoc way to capture the #ESA2012 shows promise...but I haven&#39;t yet tried it http://t.co/TfuOWlPs,0,,0,0,8.70506,@jenedavison Although this post-hoc way to capture the #ESA2012 shows promise...but I haven&#39;t yet tried it http://t.co/TfuOWlPs,"Aug 14, 2012 22:26 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/235502666288078849
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 07, 2012 21:05 (UTC)",Interested in @nature_org&#39;s eCatch #fishing database? Find out more about it via slideshare:  http://t.co/6IGfYGxm #ESA2012 #catchshares,0,,0,0,8.70817,Interested in @nature_org&#39;s eCatch #fishing database? Find out more about it via slideshare:  http://t.co/6IGfYGxm #ESA2012 #catchshares,"Aug 07, 2012 21:05 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/232945650302586880
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1766229376/image1326978194_normal.png,"I make my home and garden in Flatbush, Brooklyn (USDA Hardiness Zone 7a/6b, AHS Heat Zone 5).",http://a0.twimg.com/profile_images/1766229376/image1326978194_normal.png,7,Flatbush Gardener,xrisfg,http://topsy.com/twitter/xrisfg?utm_source=otter,twitter,http://twitter.com/xrisfg,"Aug 08, 2012 12:19 (UTC)",#BiodiverCity Key Message 2: Rich biodiversity can exist in cities. Today&#39;s #ESA2012 symposium has lots on this http://t.co/uVcKniIL,0,,0,0,8.71009,#BiodiverCity Key Message 2: Rich biodiversity can exist in cities. Today&#39;s #ESA2012 symposium has lots on this http://t.co/uVcKniIL,"Aug 08, 2012 12:19 (UTC)",1,tweet,http://twitter.com/xrisfg/status/233175526779535360
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 09, 2012 22:14 (UTC)","I sing in winter, too! RT @talksciencetome: Endangered bowhead whales spotted near Svalbard, sing thru winter http://t.co/ijJ8DK3N #ESA2012",0,,0,0,8.71158,"I sing in winter, too! RT @talksciencetome: Endangered bowhead whales spotted near Svalbard, sing thru winter http://t.co/ijJ8DK3N #ESA2012","Aug 09, 2012 22:14 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/233687680670642178
57,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1100764495/Boat_normal.JPG,aspiring science librarian.  enjoys baking bread.,http://a0.twimg.com/profile_images/1100764495/Boat_normal.JPG,0,sarahb,lovesthesox,http://topsy.com/twitter/lovesthesox?utm_source=otter,twitter,http://twitter.com/lovesthesox,"Aug 08, 2012 17:14 (UTC)",Young:  &quot;i&#39;m interested in larger questions of educational equality: how those w/academic privilege can leverage that privilege.&quot; #esa2012,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,13,8.71244,Young:  &quot;i&#39;m interested in larger questions of educational equality: how those w/academic privilege can leverage that privilege.&quot; #esa2012,"Aug 08, 2012 17:16 (UTC)",3,tweet,http://twitter.com/lovesthesox/status/233249925549416448
50,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/77625576/esa_normal.jpg,"The Ecological Society of America is a nonprofit organization founded in 1915. Check back for updates on membership, meetings, blogs, podcasts, and more!",http://a0.twimg.com/profile_images/77625576/esa_normal.jpg,0,Ecological Society,esa_org,http://topsy.com/twitter/esa_org?utm_source=otter,twitter,http://twitter.com/esa_org,"Aug 06, 2012 01:37 (UTC)",that&#39;s all for the keynote folks! hope see you all tweeting tomorrow. Jerry Franklin&#39;s plenary rolls at 8am #ESA2012 http://t.co/ZY19Oe1T,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,8.71439,that&#39;s all for the keynote folks! hope see you all tweeting tomorrow. Jerry Franklin&#39;s plenary rolls at 8am #ESA2012 http://t.co/ZY19Oe1T,"Aug 06, 2012 01:41 (UTC)",3,tweet,http://twitter.com/esa_org/status/232287393066143746
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/336600300/AFS_logo_no_text_normal.jpg,"The world's oldest and largest organization dedicated to strengthening the fisheries profession, advancing fisheries science, and conserving fisheries resources",http://a0.twimg.com/profile_images/336600300/AFS_logo_no_text_normal.jpg,6,Am Fisheries Society,amfisheriessoc,http://topsy.com/twitter/amfisheriessoc?utm_source=otter,twitter,http://twitter.com/amfisheriessoc,"Aug 10, 2012 13:34 (UTC)",RT @JChrisPires: Global Groundwater Use Outpaces Supply. #water #ESA2012 #environment http://t.co/S97Iq9E3,0,,0,0,8.71473,RT @JChrisPires: Global Groundwater Use Outpaces Supply. #water #ESA2012 #environment http://t.co/S97Iq9E3,"Aug 10, 2012 13:34 (UTC)",1,tweet,http://twitter.com/amfisheriessoc/status/233919316725207040
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,"Aquatic/Landscape Ecologist, scientist, husband, father, friend, camper, backpacker, fisher, hunter, diver, community activist, geocacher, author, naturalist",http://a0.twimg.com/profile_images/1196997170/Jeremiah_profile_BW_crop_Dec2010-1_normal.jpg,7,J. Osborne-Gowey,jeremiahosgo,http://topsy.com/twitter/jeremiahosgo?utm_source=otter,twitter,http://twitter.com/jeremiahosgo,"Aug 06, 2012 23:55 (UTC)",Thank you. I will! RT @UCSUSA Want to use your expertise to inform policy decisions? Check out UCS booth 415 @ #ESA2012 http://t.co/ktW9hJYu,0,,0,0,8.71485,Thank you. I will! RT @UCSUSA Want to use your expertise to inform policy decisions? Check out UCS booth 415 @ #ESA2012 http://t.co/ktW9hJYu,"Aug 06, 2012 23:55 (UTC)",1,tweet,http://twitter.com/jeremiahosgo/status/232625911252520960
58,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2187670204/v_headshot.-9_normal.jpg,"Freelance journalist covering science, soil and seas",http://a0.twimg.com/profile_images/2187670204/v_headshot.-9_normal.jpg,0,Virginia Gewin,virginiagewin,http://topsy.com/twitter/virginiagewin?utm_source=otter,twitter,http://twitter.com/virginiagewin,"Aug 07, 2012 23:56 (UTC)","Evolutionary biology should be part of the training of all biocontrol scientists, Peter McEvoy #ESA2012 #evolution #biocontrol",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,13,8.71602,"Evolutionary biology should be part of the training of all biocontrol scientists, Peter McEvoy #ESA2012 #evolution #biocontrol","Aug 07, 2012 23:56 (UTC)",4,tweet,http://twitter.com/virginiagewin/status/232988701918121984
50,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/77625576/esa_normal.jpg,"The Ecological Society of America is a nonprofit organization founded in 1915. Check back for updates on membership, meetings, blogs, podcasts, and more!",http://a0.twimg.com/profile_images/77625576/esa_normal.jpg,0,Ecological Society,esa_org,http://topsy.com/twitter/esa_org?utm_source=otter,twitter,http://twitter.com/esa_org,"Aug 06, 2012 16:20 (UTC)",#ESA2012 J Franklin: life became very difficult for the forester when discovered dead tree as valuable as live one in old growth forest,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,15,8.71642,#ESA2012 J Franklin: life became very difficult for the forester when discovered dead tree as valuable as live one in old growth forest,"Aug 06, 2012 16:28 (UTC)",3,tweet,http://twitter.com/esa_org/status/232511590136676352
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/683512137/Jackie_normal.jpg,"PhD candidate studying paleoecology, climate change, and biogeography at UW Madison. Feminist, geek, bibliophile, foodie.",http://a0.twimg.com/profile_images/683512137/Jackie_normal.jpg,9,Jacquelyn Gill,jacquelyngill,http://topsy.com/twitter/jacquelyngill?utm_source=otter,twitter,http://twitter.com/jacquelyngill,"Aug 06, 2012 16:31 (UTC)",RT @JacquelynGill: Greetings from the Ecological Society of America Annual Meeting! http://t.co/bJkAVUao #ESA2012,0,,0,0,8.71783,RT @JacquelynGill: Greetings from the Ecological Society of America Annual Meeting! http://t.co/bJkAVUao #ESA2012,"Aug 06, 2012 16:31 (UTC)",1,tweet,http://twitter.com/jacquelyngill/status/232514129880047616
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/993713484/carlboettiger_normal.jpg,"Theoretical ecology & evolution, open science, hpc, active learning. http://www.carlboettiger.info",http://a0.twimg.com/profile_images/993713484/carlboettiger_normal.jpg,6,Carl Boettiger,cboettig,http://topsy.com/twitter/cboettig?utm_source=otter,twitter,http://twitter.com/cboettig,"Aug 06, 2012 23:49 (UTC)","Kellner presents rich model for multispecies management of fisheries, see http://t.co/fdopymKB #esa2012",0,,0,0,8.71803,"Kellner presents rich model for multispecies management of fisheries, see http://t.co/fdopymKB #esa2012","Aug 06, 2012 23:49 (UTC)",1,tweet,http://twitter.com/cboettig/status/232624440058454016
